groupNum,routersPerGroup,nodesPerRouter,utilization,application,messageSize,messageIter,traceMode,traceNum,allocation,taskmapping,scheduler,routing,alpha,expIter,Avg.Norm.Latency
17,4,4,75,alltoall,100000,2,corner,1,dflyrdg,topo,easy,adaptive,1.0,2,1.0
17,4,4,75,alltoall,100000,2,corner,1,dflyrdg,topo,easy,adaptive,1.0,3,1.0
17,4,4,75,alltoall,100000,2,corner,1,dflyrdg,topo,easy,adaptive,1.0,4,1.0
17,4,4,75,alltoall,100000,2,corner,1,dflyrdg,topo,easy,adaptive,1.0,5,1.0
17,4,4,75,alltoall,100000,2,corner,1,dflyrdg,topo,easy,adaptive,1.0,6,1.0
17,4,4,75,alltoall,100000,2,corner,1,dflyrdg,topo,easy,adaptive,1.0,7,1.0
17,4,4,75,alltoall,100000,2,corner,1,dflyrdg,topo,easy,adaptive,1.0,8,1.0
17,4,4,75,alltoall,100000,2,corner,1,dflyrdg,topo,easy,adaptive,1.0,9,1.0
17,4,4,75,alltoall,100000,2,corner,1,dflyrdg,topo,easy,adaptive,1.0,10,1.0
17,4,4,75,alltoall,100000,2,corner,1,dflyrdg,topo,easy,adaptive,1.0,11,1.0
17,4,4,75,alltoall,100000,2,corner,1,dflyrdg,topo,easy,adaptive,1.0,12,1.0
17,4,4,75,alltoall,100000,2,corner,1,dflyrdg,topo,easy,adaptive,1.0,13,1.0
17,4,4,75,alltoall,100000,2,corner,1,dflyrdg,topo,easy,adaptive,1.0,14,1.0
17,4,4,75,alltoall,100000,2,corner,1,dflyrdg,topo,easy,adaptive,1.0,15,1.0
17,4,4,75,alltoall,100000,2,corner,1,dflyrdg,topo,easy,adaptive,1.0,16,1.0
17,4,4,75,alltoall,100000,2,corner,1,dflyrdg,topo,easy,adaptive,1.0,17,1.0
17,4,4,75,alltoall,100000,2,corner,1,dflyrdg,topo,easy,adaptive,1.0,18,1.0
17,4,4,75,alltoall,100000,2,corner,1,dflyrdg,topo,easy,adaptive,1.0,19,1.0
17,4,4,75,alltoall,100000,2,corner,1,dflyrdg,topo,easy,adaptive,2.0,0,1.0
17,4,4,75,alltoall,100000,2,corner,1,dflyrdg,topo,easy,adaptive,2.0,1,1.0
17,4,4,75,alltoall,100000,2,corner,1,dflyrdg,topo,easy,adaptive,2.0,2,1.0
17,4,4,75,alltoall,100000,2,corner,1,dflyrdg,topo,easy,adaptive,2.0,3,1.0
17,4,4,75,alltoall,100000,2,corner,1,dflyrdg,topo,easy,adaptive,2.0,4,1.0
17,4,4,75,alltoall,100000,2,corner,1,dflyrdg,topo,easy,adaptive,2.0,5,1.0
17,4,4,75,alltoall,100000,2,corner,1,dflyrdg,topo,easy,adaptive,2.0,6,1.0
17,4,4,75,alltoall,100000,2,corner,1,dflyrdg,topo,easy,adaptive,2.0,7,1.0
